Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,IsClosedDay,Year,Month,WeekOfYear,Day,Weekday,IsWeekend,IsMonthStart,IsMonthEnd,CompetitionOpenMonths,Promo2DurationWeeks,IsPromoMonth,SalesLag_1,SalesLag_7,SalesLag_14,SalesLag_30,SalesRollingMean_7,SalesRollingStd_7,SalesRollingMean_30,SalesRollingStd_30,SalesLog,MonthSin,MonthCos,WeekdaySin,WeekdayCos
162,4,2015-05-14,0,0,0,0,a,0,d,c,5340.0,3,2012,1,13,2010,"Jan,Apr,Jul,Oct",True,2015,5,20,14,3,0,0,0,38,267,0,7749.0,7492.0,12212.0,9534.0,6165.857142857143,3037.114443490256,6658.4,3531.1224414556514,0.0,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419
154,2,2013-01-01,0,0,0,0,a,1,d,c,16420.0,0,0,0,0,0,,True,2013,1,1,1,1,0,1,0,0,0,0,,,,,,,,,0.0,0.4999999999999999,0.8660254037844387,0.7818314824680298,0.6234898018587336
1069,7,2014-02-09,0,0,0,0,0,0,a,c,18050.0,0,0,1,14,2011,"Jan,Apr,Jul,Oct",True,2014,2,6,9,6,1,0,0,0,148,0,3430.0,0.0,0.0,6610.0,6362.714285714285,3732.6708808521944,4915.166666666667,2739.653578444744,0.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
259,5,2015-04-24,12726,2677,1,0,0,0,b,b,210.0,0,0,0,0,0,,False,2015,4,17,24,4,0,0,0,0,0,0,11533.0,14634.0,11522.0,10830.0,12601.142857142857,2482.67325199885,13097.2,2687.448545136916,9.451480999992048,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
751,1,2013-02-18,5577,691,1,1,0,0,a,a,650.0,10,2006,0,0,0,,False,2013,2,8,18,0,0,0,0,76,0,0,0.0,2313.0,6579.0,3468.0,2691.285714285714,1250.7910449372584,3276.0666666666666,1718.308188272714,8.626585568187433,0.8660254037844386,0.5000000000000001,0.0,1.0
242,6,2014-12-20,4571,414,1,0,0,0,d,a,6880.0,9,2001,1,14,2011,"Jan,Apr,Jul,Oct",False,2014,12,51,20,5,1,0,0,159,193,0,7210.0,4322.0,3325.0,2998.0,5708.571428571428,2989.1518784399304,4291.566666666667,2319.9685444260695,8.427706024914702,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
705,2,2013-02-19,8469,1065,1,1,0,0,a,a,4140.0,9,2012,1,18,2011,"Feb,May,Aug,Nov",False,2013,2,8,19,1,0,0,0,5,94,1,12473.0,6864.0,10474.0,0.0,6253.714285714285,3691.0411681207106,6503.433333333333,3605.4534239057953,9.0442857876461,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
690,2,2015-06-16,7597,956,1,1,0,0,a,a,100.0,0,0,0,0,0,,False,2015,6,25,16,1,0,0,0,0,0,0,7617.0,5155.0,6841.0,0.0,4484.0,2277.157658134366,4604.366666666667,2835.526266100724,8.935640333747571,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
340,5,2015-02-27,5867,687,1,0,0,0,a,c,8080.0,0,0,0,0,0,,False,2015,2,9,27,4,0,0,0,0,0,0,5308.0,7394.0,6029.0,6341.0,4731.857142857143,2252.82877205314,5521.1,2475.925188970648,8.677269139262872,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
435,7,2013-02-03,0,0,0,0,0,0,a,a,910.0,0,0,0,0,0,,True,2013,2,5,3,6,1,0,0,0,0,0,2506.0,0.0,0.0,2912.0,2398.714285714286,1087.441448889044,2742.6,1358.0318568199832,0.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
623,1,2015-05-25,0,0,0,0,a,0,a,a,4080.0,3,2011,1,13,2010,"Jan,Apr,Jul,Oct",True,2015,5,22,25,0,0,0,0,50,269,0,0.0,10202.0,6054.0,3934.0,6460.428571428572,3271.6920625848907,5835.3,3620.11514533961,0.0,0.4999999999999999,-0.8660254037844387,0.0,1.0
155,5,2014-01-31,6480,631,1,0,0,0,d,a,3050.0,0,0,1,35,2010,"Jan,Apr,Jul,Oct",False,2014,1,5,31,4,0,0,1,0,178,1,5749.0,7539.0,5681.0,0.0,4859.571428571428,2524.423687177121,5310.333333333333,3111.6444630400524,8.776630098427717,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191
338,4,2013-01-03,6241,624,1,0,0,1,a,c,1590.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",False,2013,1,1,3,3,0,0,0,0,172,1,7142.0,,,,3571.0,5050.156631234322,3571.0,5050.156631234322,8.739055922830724,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419
258,4,2015-07-16,6152,513,1,1,0,0,a,a,27190.0,7,2010,1,37,2009,"Jan,Apr,Jul,Oct",False,2015,7,29,16,3,0,0,0,60,304,1,5706.0,5727.0,6073.0,6694.0,5228.571428571428,2755.0008383025247,5016.7,2346.9177754722496,8.724695046740491,-0.4999999999999998,-0.8660254037844388,0.4338837391175582,-0.900968867902419
2,2,2015-02-24,3755,498,1,0,0,0,a,a,570.0,11,2007,1,13,2010,"Jan,Apr,Jul,Oct",False,2015,2,9,24,1,0,0,0,87,256,0,3633.0,6113.0,4653.0,0.0,4214.0,2233.610231590704,4185.0,2346.8719019447844,8.231109840328154,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
953,5,2013-01-11,5783,605,1,1,0,0,a,a,19830.0,4,2006,1,22,2011,"Mar,Jun,Sept,Dec",False,2013,1,2,11,4,0,0,0,81,84,0,5605.0,4916.0,,,4710.142857142857,2758.554780349754,4342.4,2729.0257602301963,8.6628507638386,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191
885,4,2015-03-12,5666,786,1,0,0,0,a,a,480.0,12,2005,0,0,0,,False,2015,3,11,12,3,0,0,0,111,0,0,5698.0,8094.0,5874.0,6380.0,5547.0,2578.56407069258,5262.033333333334,2573.568145367552,8.64241515616962,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419
532,7,2015-05-31,0,0,0,0,0,0,a,c,1070.0,8,2010,0,0,0,,True,2015,5,22,31,6,1,0,1,57,0,0,12565.0,0.0,0.0,0.0,8135.0,5621.762861119872,9174.8,5225.93014588362,0.0,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
270,3,2014-06-25,6551,943,1,0,0,0,a,a,1450.0,7,2014,0,0,0,,False,2014,6,26,25,2,0,0,0,0,0,0,8343.0,10099.0,8259.0,8848.0,7833.285714285715,3546.920857790399,7803.0,4190.344772252617,8.787525625532906,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143
1094,7,2013-05-12,0,0,0,0,0,0,d,a,2380.0,3,2013,1,40,2014,"Jan,Apr,Jul,Oct",True,2013,5,19,12,6,1,0,0,2,0,0,5782.0,0.0,0.0,4471.0,3152.0,2311.3597729475173,3551.5,1995.0817760441423,0.0,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
503,4,2014-06-05,8317,567,1,1,0,1,d,c,13080.0,9,2006,1,14,2011,"Jan,Apr,Jul,Oct",False,2014,6,23,5,3,0,0,0,93,165,0,6867.0,0.0,7929.0,7937.0,5743.0,4102.3867036965985,5697.733333333334,2930.0361058541916,9.026177120302856,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419
70,6,2015-02-28,6623,668,1,0,0,0,c,c,4840.0,0,0,0,0,0,,False,2015,2,9,28,5,1,0,1,0,0,0,5970.0,5239.0,5600.0,6466.0,4379.428571428572,1985.65193804142,5460.4,2538.341443296906,8.798454696065095,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
722,4,2014-04-17,12038,1911,1,1,0,1,a,a,50.0,0,0,0,0,0,,False,2014,4,16,17,3,0,0,0,0,0,0,11693.0,8674.0,10983.0,10115.0,8772.42857142857,4198.406477746166,8373.066666666668,3646.5279086420974,9.395906658935026,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419
649,7,2013-11-17,0,0,0,0,0,0,a,a,14570.0,11,2002,0,0,0,,True,2013,11,46,17,6,1,0,0,132,0,0,1746.0,0.0,0.0,3378.0,2557.0,1293.868102499886,2908.733333333333,1766.695121002691,0.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
585,6,2014-08-02,4212,639,1,0,0,0,d,c,440.0,4,2014,0,0,0,,False,2014,8,31,2,5,1,0,0,4,0,0,6685.0,2926.0,3061.0,5789.0,4760.571428571428,2541.197477381011,4019.0666666666666,1937.1786084198625,8.345930261979017,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
864,5,2015-04-17,5193,668,1,1,0,0,a,a,1020.0,10,2012,1,45,2009,"Feb,May,Aug,Nov",False,2015,4,16,17,4,0,0,0,30,283,0,5159.0,3563.0,0.0,4508.0,4011.857142857142,2100.293822982195,3467.4,1994.811988375223,8.555259392222693,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
929,5,2015-02-20,5440,684,1,1,0,0,a,c,4820.0,9,2013,0,0,0,,False,2015,2,8,20,4,0,0,0,17,0,0,6244.0,5420.0,6199.0,4630.0,5138.571428571428,2393.894654960321,4958.233333333334,2185.6658684496474,8.601718146485926,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
46,5,2013-04-19,3960,556,1,0,0,0,c,a,1200.0,9,2005,1,14,2011,"Jan,Apr,Jul,Oct",False,2013,4,16,19,4,0,0,0,91,106,1,3363.0,6073.0,4646.0,4802.0,3437.0,1846.8440648847477,4296.533333333334,2577.068686723727,8.284251797621916,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
834,6,2014-02-22,3273,404,1,0,0,0,a,a,3470.0,3,2012,0,0,0,,False,2014,2,8,22,5,1,0,0,23,0,0,5260.0,3661.0,3570.0,6392.0,5155.714285714285,2746.62846136166,4779.4,2399.023488120057,8.09376775793108,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
805,5,2013-11-15,3992,449,1,0,0,0,d,a,24770.0,10,2011,1,10,2014,"Mar,Jun,Sept,Dec",False,2013,11,46,15,4,0,0,0,25,0,0,4910.0,7498.0,0.0,4802.0,5034.714285714285,2416.0566849231623,5321.366666666667,2775.19084753281,8.292298107063221,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
953,2,2014-09-09,4613,552,1,0,0,0,a,a,19830.0,4,2006,1,22,2011,"Mar,Jun,Sept,Dec",False,2014,9,37,9,1,0,0,0,101,171,0,4884.0,6585.0,3891.0,0.0,4676.714285714285,2582.82634041894,4284.866666666667,2463.388775137061,8.4368504387337,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336
929,1,2015-06-15,7471,833,1,1,0,0,a,c,4820.0,9,2013,0,0,0,,False,2015,6,25,15,0,0,0,0,21,0,0,0.0,6069.0,8979.0,4394.0,4585.285714285715,2094.5492525668956,4886.7,2712.468098016754,8.918917979908679,1.2246467991473532e-16,-1.0,0.0,1.0
525,3,2013-12-18,13879,1010,1,1,0,0,d,c,1870.0,9,2013,0,0,0,,False,2013,12,51,18,2,0,0,0,3,0,0,13935.0,9349.0,11635.0,11834.0,9948.42857142857,4924.620014347736,9231.9,4083.886066413735,9.538204234060796,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.2225209339563143
495,6,2013-05-11,5484,444,1,0,0,0,d,a,5470.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",False,2013,5,19,11,5,1,0,0,0,190,0,5173.0,4986.0,3973.0,5883.0,3310.8571428571427,2311.5330719799663,3902.1666666666665,2261.746808649629,8.609772372709331,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
495,1,2013-07-29,8577,530,1,1,0,1,d,a,5470.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",False,2013,7,31,29,0,0,0,0,0,202,1,0.0,4527.0,8748.0,5269.0,3379.285714285714,1531.077585045435,4191.033333333334,2266.5243707025325,9.056956065076823,-0.4999999999999998,-0.8660254037844388,0.0,1.0
589,3,2014-02-05,5880,560,1,1,0,0,a,c,360.0,0,0,1,18,2013,"Feb,May,Aug,Nov",False,2014,2,6,5,2,0,0,0,0,40,1,7109.0,4142.0,5541.0,8644.0,4685.142857142857,2794.3255852155917,4248.933333333333,2443.92399189519,8.679482094459956,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
508,1,2014-02-03,11813,1035,1,1,0,0,a,c,1280.0,0,0,1,40,2011,"Jan,Apr,Jul,Oct",False,2014,2,6,3,0,0,0,0,0,122,0,0.0,4765.0,10347.0,5457.0,4679.0,2359.3332391447625,5282.433333333333,2929.777803547722,9.37704054786718,0.8660254037844386,0.5000000000000001,0.0,1.0
122,5,2015-01-02,7233,886,1,0,0,1,a,c,58260.0,4,2013,0,0,0,,False,2015,1,1,2,4,0,0,0,21,0,0,0.0,0.0,8034.0,8135.0,4868.714285714285,3992.265969525158,5918.533333333334,3300.127580954215,8.886547412512042,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191
347,1,2013-06-17,4935,386,1,1,0,0,d,c,9360.0,7,2013,1,22,2012,"Mar,Jun,Sept,Dec",False,2013,6,25,17,0,0,0,0,0,55,1,0.0,3484.0,6118.0,5009.0,3245.4285714285716,1570.77240629601,3345.1,2066.330169398279,8.504310565585223,1.2246467991473532e-16,-1.0,0.0,1.0
462,1,2015-01-12,6467,708,1,1,0,0,a,a,44320.0,8,2008,0,0,0,,False,2015,1,3,12,0,0,0,0,77,0,0,0.0,8139.0,5968.0,3662.0,3627.857142857142,3121.364681704218,4179.8,3647.540478847025,8.774622220696997,0.4999999999999999,0.8660254037844387,0.0,1.0
125,7,2013-08-25,0,0,0,0,0,0,a,a,760.0,12,2005,0,0,0,,True,2013,8,34,25,6,1,0,0,92,0,0,9033.0,0.0,0.0,7790.0,8016.428571428572,3555.97491822533,9775.766666666666,4726.598227663008,0.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
940,3,2014-08-27,5475,637,1,0,0,1,d,c,6470.0,9,2012,0,0,0,,False,2014,8,35,27,2,0,0,0,23,0,0,5672.0,7333.0,6081.0,10290.0,5523.714285714285,2584.7308508679534,6363.3,2995.8259024734803,8.60813018640834,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.2225209339563143
791,6,2013-03-23,5704,599,1,0,0,0,a,a,5950.0,4,2007,0,0,0,,False,2013,3,12,23,5,1,0,0,71,0,0,6630.0,5586.0,5077.0,6401.0,5930.857142857143,2916.4134611180357,5439.1,2510.363696002414,8.649098262296176,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
436,5,2015-07-24,4748,555,1,0,0,1,d,a,2300.0,0,0,0,0,0,,False,2015,7,30,24,4,0,0,0,0,0,0,4577.0,5843.0,5083.0,4960.0,3976.285714285714,1878.080910068016,4707.933333333333,2178.619413097759,8.465689348549121,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
525,3,2013-07-17,10290,840,1,1,0,1,d,c,1870.0,9,2013,0,0,0,,False,2013,7,29,17,2,0,0,0,0,0,0,11020.0,9708.0,10858.0,14222.0,9254.0,4369.58331346747,9513.533333333333,4125.818019064434,9.239025005836092,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.2225209339563143
702,6,2015-05-23,4405,342,1,0,0,0,a,a,8550.0,9,2001,1,45,2009,"Feb,May,Aug,Nov",False,2015,5,21,23,5,1,0,0,164,288,1,4817.0,3827.0,4233.0,3037.0,4054.428571428571,1851.7480801612717,3848.3,2179.1611348691345,8.39072252736229,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
651,5,2014-04-25,5689,847,1,0,0,1,a,a,200.0,0,0,0,0,0,,False,2014,4,17,25,4,0,0,0,0,0,0,6111.0,0.0,6549.0,5800.0,4112.428571428572,3964.235229193776,6086.0,3409.906268304264,8.646465527120377,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
925,4,2013-04-25,5169,1131,1,1,0,0,c,a,470.0,3,2007,1,1,2012,"Jan,Apr,Jul,Oct",False,2013,4,17,25,3,0,0,0,73,68,1,5045.0,3741.0,4842.0,6842.0,4888.714285714285,2457.8050312074315,4988.066666666667,2848.9237282165695,8.550627967502475,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419
228,1,2014-05-05,8919,660,1,1,0,0,d,c,10800.0,0,0,1,18,2011,"Feb,May,Aug,Nov",False,2014,5,19,5,0,0,0,0,0,157,1,0.0,10216.0,0.0,9202.0,6783.714285714285,4855.136754486111,5962.633333333333,3942.0980890482815,9.096051225574056,0.4999999999999999,-0.8660254037844387,0.0,1.0
1062,7,2013-07-07,0,0,0,0,0,0,d,a,190.0,9,2012,1,40,2012,"Feb,May,Aug,Nov",True,2013,7,27,7,6,1,0,0,10,39,0,4949.0,0.0,0.0,6894.0,6629.714285714285,3225.946048024037,5445.566666666667,2590.9594905380495,0.0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
506,6,2013-12-21,8708,921,1,0,0,0,a,a,1850.0,12,2014,1,18,2011,"Feb,May,Aug,Nov",False,2013,12,51,21,5,1,0,0,0,137,0,10964.0,5688.0,5514.0,6804.0,9743.857142857143,5442.196352839279,7279.733333333334,3989.6421059204454,9.07211225269274,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
379,4,2014-06-12,3661,469,1,0,0,0,d,a,6630.0,0,0,0,0,0,,False,2014,6,24,12,3,0,0,0,0,0,0,3421.0,4324.0,0.0,3448.0,2822.5714285714284,1983.11706303846,3137.8333333333335,1805.5044014563248,8.205764725234456,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419
326,6,2014-10-25,5019,467,1,0,0,0,d,a,10070.0,5,2015,1,31,2013,"Feb,May,Aug,Nov",False,2014,10,43,25,5,1,0,0,0,64,0,4980.0,5443.0,5699.0,4008.0,4378.142857142857,1976.4188514053544,4248.566666666667,2083.1927201282656,8.521185212685776,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
257,5,2015-01-30,6115,689,1,1,0,0,a,a,420.0,12,2012,0,0,0,,False,2015,1,5,30,4,0,0,0,25,0,0,5711.0,4415.0,6055.0,2971.0,4319.428571428572,2309.650973425986,4046.0,2163.941295653489,8.718663567048953,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191
592,2,2014-04-08,3709,511,1,0,0,0,a,a,2540.0,6,2005,0,0,0,,False,2014,4,15,8,1,0,0,0,106,0,0,3713.0,5803.0,3508.0,0.0,3789.285714285714,1995.190860902431,3498.9333333333334,1924.89566100273,8.21878715560148,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
3,5,2015-01-30,6911,678,1,1,0,0,a,a,14130.0,12,2006,1,14,2011,"Jan,Apr,Jul,Oct",False,2015,1,5,30,4,0,0,0,97,199,1,7485.0,5701.0,8497.0,3804.0,5695.428571428572,3010.9124230119337,5343.533333333334,2976.426597776933,8.841014310483892,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191
252,2,2014-07-08,8875,659,1,0,0,1,d,c,22330.0,0,0,1,5,2010,"Feb,May,Aug,Nov",False,2014,7,28,8,1,0,0,0,0,231,0,9045.0,14720.0,6433.0,0.0,9892.857142857143,4774.2736420867,8295.033333333333,5369.876139863125,9.091106284052485,-0.4999999999999998,-0.8660254037844388,0.7818314824680298,0.6234898018587336
272,3,2013-02-20,7210,712,1,1,0,0,a,a,16180.0,7,2003,1,14,2011,"Jan,Apr,Jul,Oct",False,2013,2,8,20,2,0,0,0,115,98,0,7121.0,5341.0,6437.0,4764.0,4978.714285714285,2845.86265271099,5036.266666666666,2509.8802957214066,8.88336291691676,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143
394,2,2014-05-20,8794,670,1,1,0,0,d,a,10850.0,0,0,0,0,0,,False,2014,5,21,20,1,0,0,0,0,0,0,9976.0,6252.0,9731.0,0.0,6069.714285714285,2995.296964369637,6397.066666666667,3951.619841876575,9.081938657171658,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336
1002,1,2014-07-14,9029,833,1,1,0,1,d,c,1130.0,11,2008,0,0,0,,False,2014,7,29,14,0,0,0,0,68,0,0,0.0,6061.0,10269.0,6425.0,4931.142857142857,2219.7378545353354,5255.833333333333,2691.5984878024105,9.108307646411031,-0.4999999999999998,-0.8660254037844388,0.0,1.0
495,5,2013-03-01,3574,308,1,0,0,0,d,a,5470.0,0,0,1,37,2009,"Jan,Apr,Jul,Oct",False,2013,3,9,1,4,0,1,0,0,180,0,3867.0,4968.0,3633.0,3037.0,3212.8571428571427,1532.9329653283862,3781.4,1874.697540662364,8.181720455128108,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
411,7,2014-10-26,0,0,0,0,0,1,d,c,8460.0,0,0,0,0,0,,True,2014,10,43,26,6,1,0,0,0,0,0,8460.0,0.0,0.0,8035.0,7892.571428571428,3600.127954075287,7858.2,4023.231583244212,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
252,7,2013-11-24,0,0,0,0,0,0,d,c,22330.0,0,0,1,5,2010,"Feb,May,Aug,Nov",True,2013,11,47,24,6,1,0,0,0,198,1,9421.0,0.0,0.0,11313.0,9873.0,4763.5647366231915,8620.266666666666,4444.392134328178,0.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
720,7,2015-03-22,0,0,0,0,0,0,a,c,15320.0,3,2011,1,14,2013,"Feb,May,Aug,Nov",True,2015,3,12,22,6,1,0,0,48,102,0,5584.0,0.0,0.0,7005.0,6284.714285714285,2969.7677077669255,5754.866666666667,2565.809111255606,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
270,4,2014-11-06,10028,1289,1,1,0,0,a,a,1450.0,7,2014,0,0,0,,False,2014,11,45,6,3,0,0,0,4,0,0,10200.0,8416.0,9239.0,10723.0,8588.857142857143,3985.304648688376,7869.033333333334,3354.812749626643,9.213236175088207,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419
735,1,2015-03-09,5875,568,1,0,0,0,d,c,1920.0,4,2005,0,0,0,,False,2015,3,11,9,0,0,0,0,119,0,0,0.0,9343.0,3713.0,4022.0,5536.0,2892.458700367786,4490.133333333333,2610.185034177403,8.678631537293768,1.0,6.123233995736766e-17,0.0,1.0
479,6,2015-06-20,7239,1050,1,0,0,0,a,a,320.0,12,2005,1,9,2011,"Feb,May,Aug,Nov",False,2015,6,25,20,5,1,0,0,114,224,0,11649.0,6360.0,7172.0,11699.0,10227.285714285714,5351.662443088309,9435.333333333334,4816.630954009903,8.887376485379763,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
746,4,2014-08-14,4996,476,1,0,0,1,d,c,4330.0,2,2011,1,35,2011,"Mar,Jun,Sept,Dec",False,2014,8,33,14,3,0,0,0,42,154,0,4400.0,6500.0,7807.0,7605.0,4736.0,2212.75220784734,5522.3,2533.2649935579648,8.516593011344206,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419
767,4,2013-03-21,7106,676,1,1,0,0,a,c,13080.0,0,0,0,0,0,,False,2013,3,12,21,3,0,0,0,0,0,0,6160.0,5187.0,6918.0,6966.0,4937.857142857143,2490.042933269186,4916.833333333333,2429.599769556681,8.868835492826895,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419
470,7,2014-01-19,0,0,0,0,0,0,a,c,50.0,0,0,0,0,0,,True,2014,1,3,19,6,1,0,0,0,0,0,11857.0,0.0,0.0,17789.0,7730.714285714285,3659.233103364992,9150.0,6073.731160242147,0.0,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334
779,7,2015-06-28,0,0,0,0,0,0,a,a,16990.0,4,2004,0,0,0,,True,2015,6,26,28,6,1,0,0,134,0,0,2689.0,0.0,0.0,8356.0,4728.714285714285,2441.867162254177,6076.533333333334,3595.8737054778685,0.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
34,5,2014-07-18,7954,966,1,1,0,1,c,a,2240.0,9,2009,0,0,0,,False,2014,7,29,18,4,0,0,0,58,0,0,8048.0,7572.0,7690.0,8666.0,7300.285714285715,3331.946113724215,7106.7,3142.6246898698055,8.981555940771887,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
179,3,2014-06-11,5881,822,1,0,0,0,a,c,480.0,0,0,0,0,0,,False,2014,6,24,11,2,0,0,0,0,0,0,7205.0,7735.0,6675.0,4991.0,5266.0,3658.184978009365,5763.8,3430.946952825626,8.67965211911394,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143
650,4,2015-06-11,5321,532,1,0,0,0,a,a,1420.0,10,2012,1,40,2014,"Jan,Apr,Jul,Oct",False,2015,6,24,11,3,0,0,0,32,36,0,5471.0,0.0,5082.0,5121.0,4567.428571428572,3298.2203209783156,5026.933333333333,2950.28916096937,8.579604451537634,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419
612,5,2015-07-03,5644,377,1,1,0,0,d,c,2490.0,11,2012,1,31,2009,"Jan,Apr,Jul,Oct",False,2015,7,27,3,4,0,0,0,32,308,1,4669.0,5426.0,7991.0,7605.0,6359.142857142857,4163.167120857681,5522.733333333334,3223.331559152719,8.638525476583762,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
346,6,2014-05-10,5854,575,1,0,0,0,a,c,8090.0,0,0,0,0,0,,False,2014,5,19,10,5,1,0,0,0,0,0,7037.0,5305.0,4225.0,6034.0,6516.0,3118.3959551880653,5522.633333333333,3413.0512840881993,8.675051276031818,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
274,7,2014-11-09,6822,1325,1,0,0,0,b,b,3640.0,0,0,1,10,2013,"Jan,Apr,Jul,Oct",False,2014,11,45,9,6,1,0,0,0,87,0,2714.0,6703.0,6561.0,4064.0,3945.857142857142,1298.7272524246491,3878.3333333333335,1150.106481826888,8.828054536815424,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
984,2,2013-06-25,3979,546,1,0,0,0,c,a,440.0,0,0,1,1,2013,"Jan,Apr,Jul,Oct",False,2013,6,26,25,1,0,0,0,0,25,0,4202.0,5214.0,3856.0,0.0,4317.571428571428,1970.3233116371944,4516.066666666667,2692.449403146836,8.289037098278483,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
251,1,2014-07-14,17789,2458,1,1,0,1,a,c,340.0,0,0,0,0,0,,False,2014,7,29,14,0,0,0,0,0,0,0,0.0,17789.0,17789.0,17772.0,13835.0,6206.749578751612,13466.8,6939.186444414419,9.786391780659882,-0.4999999999999998,-0.8660254037844388,0.0,1.0
653,1,2014-06-23,5037,485,1,0,0,0,d,c,7520.0,7,2014,1,45,2009,"Feb,May,Aug,Nov",False,2014,6,26,23,0,0,0,0,0,241,0,0.0,8193.0,0.0,4103.0,5312.857142857143,3917.0497158180783,4554.6,3101.280976717803,8.524764456912555,1.2246467991473532e-16,-1.0,0.0,1.0
